user_id,age,gender,signup_date,country,city,email_opt_in,loyalty_status,last_login_date
user_111,61.0,Female,2023-12-28,Canada,Calgary,True,Platinum,2025-04-26
user_112,38.0,Male,2024-06-16,UK,Birmingham,False,Silver,2025-04-16
user_113,67.0,Male,2024-11-25,France,Lyon,True,Bronze,2025-07-31
user_114,67.0,Male,2022-07-21,UK,Manchester,True,Gold,2024-11-02
user_115,21.0,Male,2022-06-30,Canada,Toronto,True,Gold,2024-11-05
user_116,32.0,Female,2024-04-12,France,Paris,True,Gold,2025-02-24
user_117,70.0,Female,2024-11-08,USA,New York,False,Bronze,2025-08-29
user_118,20.0,Male,2023-05-09,UK,Birmingham,False,Gold,2025-03-06
user_119,69.0,Female,2023-12-14,Canada,Vancouver,False,Bronze,2025-08-24
user_120,38.0,Male,2024-01-03,USA,Chicago,True,Bronze,2024-11-21
user_121,43.0,Male,2025-06-19,USA,Houston,False,Silver,2025-05-27
user_122,35.0,Female,2023-10-08,Germany,Munich,True,Bronze,2025-09-10
user_123,22.0,Female,2024-07-30,France,Marseille,False,Silver,2025-04-25
user_124,31.0,Female,2025-04-28,UK,Manchester,True,Silver,2024-10-18
user_125,54.0,Male,2025-02-26,Canada,Toronto,False,Bronze,2025-02-20
user_126,63.0,Male,2023-12-15,Germany,Berlin,True,Silver,2025-06-13
user_127,38.0,Female,2023-10-30,France,Paris,True,Platinum,2025-07-11
user_128,31.0,Male,2024-09-25,Germany,Frankfurt,False,Bronze,2025-07-01
user_129,59.0,Female,2022-08-07,France,Paris,False,Silver,2025-08-26
user_130,49.0,Male,2023-04-09,France,Lyon,False,Bronze,2025-06-18
user_131,43.0,Female,2022-08-11,UK,Birmingham,True,Silver,2025-04-24
user_132,59.0,Male,2023-01-12,France,Lyon,True,Bronze,2024-12-08
user_133,47.0,Male,2023-06-04,Germany,Frankfurt,True,Bronze,2024-11-15
user_134,27.0,Female,2022-11-30,France,Lyon,False,Bronze,2025-06-12
user_135,34.0,Female,2023-09-17,UK,Manchester,True,Platinum,2025-02-08
user_136,26.0,Female,2025-02-21,UK,Birmingham,False,Silver,2025-09-23
user_137,33.0,Male,2022-07-08,Germany,Frankfurt,True,Silver,2025-02-16
user_138,65.0,Male,2022-08-10,USA,New York,False,Bronze,2025-05-28
user_139,53.0,Female,2023-06-10,USA,New York,True,Silver,2025-04-19
user_140,52.0,Female,2024-04-27,France,Lyon,True,Bronze,2024-12-29
user_141,34.0,Male,2025-03-05,Canada,Vancouver,False,Bronze,2024-10-30
user_142,65.0,Female,2022-12-13,France,Lyon,True,Silver,2025-03-16
user_143,55.0,Female,2022-07-17,Germany,Frankfurt,True,Bronze,2025-02-20
user_144,45.0,Female,2025-02-25,Germany,Frankfurt,False,Bronze,2025-03-19
user_145,55.0,Female,2024-06-10,Germany,Berlin,True,Silver,2025-01-17
user_146,43.0,Female,2024-01-25,Germany,Munich,False,Gold,2025-02-12
user_147,41.0,Male,2023-11-07,Germany,Berlin,False,Bronze,2025-09-25
user_148,32.0,Female,2025-05-22,UK,Birmingham,True,Bronze,2025-05-16
user_149,26.0,Female,2025-05-20,USA,Chicago,True,Bronze,2025-06-28
user_150,50.0,Female,2023-06-20,Germany,Frankfurt,True,Platinum,2025-09-20
user_151,49.0,Male,2022-12-22,Canada,Toronto,False,Gold,2025-01-25
user_152,23.0,Male,2022-11-27,Canada,Calgary,True,Silver,2025-05-16
user_153,66.0,Female,2022-10-04,Canada,Calgary,False,Platinum,2025-06-02
user_154,21.0,Female,2023-04-20,Canada,Halifax,True,Silver,2025-07-15
user_155,25.0,Male,2025-02-03,UK,Manchester,True,Platinum,2025-04-23
user_156,27.0,Male,2025-03-17,Canada,Toronto,False,Bronze,2025-02-27
user_157,58.0,Female,2022-08-30,Germany,Frankfurt,True,Bronze,2025-07-19
user_158,28.0,Male,2024-12-22,France,Paris,True,Silver,2024-11-30
user_159,68.0,Female,2023-06-08,Canada,Toronto,True,Bronze,2025-05-05
user_160,61.0,Female,2022-08-25,UK,Birmingham,True,Silver,2025-03-11
user_161,45.0,Male,2024-05-16,UK,Birmingham,True,Bronze,2025-03-04
user_162,56.0,Male,2024-12-18,Canada,Toronto,False,Silver,2025-03-09
user_163,22.0,Male,2025-04-07,France,Paris,True,Bronze,2025-01-30
user_164,42.0,Female,2023-05-24,Canada,Halifax,False,Bronze,2025-07-20
user_165,42.0,Female,2023-07-04,UK,Manchester,True,Platinum,2025-04-08
user_166,56.0,Male,2024-05-01,USA,Houston,True,Gold,2024-12-03
user_167,47.0,Male,2023-12-21,Germany,Berlin,False,Platinum,2025-07-18
user_168,51.0,Male,2024-10-09,UK,London,True,Gold,2024-12-13
user_169,34.0,Female,2024-06-02,Canada,Vancouver,True,Silver,2025-09-09
user_170,53.0,Male,2023-10-20,Germany,Frankfurt,False,Silver,2025-05-12
user_171,18.0,Female,2023-08-26,Canada,Halifax,False,Bronze,2025-02-19
user_172,61.0,Male,2024-07-30,Canada,Calgary,True,Bronze,2024-11-19
user_173,64.0,Female,2023-09-15,USA,Houston,False,Bronze,2025-09-20
user_174,25.0,Male,2025-05-12,Germany,Munich,False,Gold,2025-03-12
user_175,61.0,Male,2023-10-11,Germany,Frankfurt,False,Bronze,2025-05-17
user_176,52.0,Female,2023-07-16,USA,Chicago,False,Platinum,2024-09-28
user_177,66.0,Female,2024-07-25,UK,London,True,Silver,2024-10-17
user_178,35.0,Female,2024-06-24,Canada,Toronto,True,Gold,2025-03-26
user_179,67.0,Female,2023-11-19,France,Paris,False,Bronze,2025-09-08
user_180,59.0,Female,2024-12-29,Canada,Vancouver,True,Bronze,2025-02-25
user_181,39.0,Female,2024-10-10,Canada,Halifax,False,Platinum,2025-08-09
user_182,25.0,Female,2023-01-29,UK,Birmingham,True,Bronze,2025-08-28
user_183,36.0,Female,2025-03-22,Canada,Toronto,True,Bronze,2025-04-26
user_184,45.0,Female,2023-02-13,USA,Houston,False,Bronze,2024-10-29
user_185,28.0,Female,2023-06-28,USA,New York,False,Bronze,2025-01-31
user_186,47.0,Male,2025-05-30,Germany,Munich,True,Bronze,2024-11-11
user_187,18.0,Female,2024-03-02,France,Marseille,True,Silver,2025-01-04
user_188,64.0,Male,2025-05-22,Canada,Vancouver,True,Silver,2025-03-11
user_189,64.0,Male,2024-03-13,Canada,Halifax,False,Silver,2025-09-12
user_190,34.0,Female,2024-12-21,UK,Manchester,True,Bronze,2024-12-24
user_191,50.0,Female,2023-04-30,USA,New York,False,Gold,2025-09-16
user_192,66.0,Female,2023-08-11,France,Lyon,False,Gold,2025-05-10
user_193,29.0,Male,2022-11-11,Germany,Munich,False,Bronze,2025-04-12
user_194,50.0,Male,2025-01-07,USA,New York,True,Bronze,2025-05-02
user_195,24.0,Male,2023-07-10,Germany,Frankfurt,False,Bronze,2025-01-24
user_196,58.0,Male,2023-08-24,UK,Birmingham,True,Gold,2025-07-18
user_197,37.0,Male,2024-02-01,UK,London,False,Gold,2024-11-02
user_198,58.0,Male,2024-09-09,Canada,Vancouver,True,Platinum,2024-11-09
user_199,50.0,Female,2025-01-11,France,Lyon,True,Bronze,2025-06-14
user_200,56.0,Male,2024-03-30,Germany,Munich,False,Silver,2025-02-09
user_201,30.0,Male,2024-07-18,USA,Houston,False,Bronze,2024-11-14
user_202,27.0,Female,2024-05-08,UK,Birmingham,True,Bronze,2025-05-11
user_203,41.0,Female,2023-01-15,Canada,Vancouver,True,Silver,2024-11-11
user_204,66.0,Male,2024-07-21,Canada,Halifax,False,Bronze,2025-08-21
user_205,28.0,Female,2022-10-11,Germany,Munich,False,Gold,2025-05-31
user_206,52.0,Male,2024-06-09,UK,London,True,Silver,2025-01-14
user_207,67.0,Male,2024-05-22,France,Paris,True,Gold,2024-11-17
user_208,51.0,Female,2025-05-24,UK,Birmingham,False,Bronze,2024-10-26
user_209,18.0,Female,2024-01-19,Germany,Frankfurt,True,Platinum,2025-09-06
user_210,56.0,Male,2022-08-31,Germany,Berlin,False,Platinum,2024-12-02
user_211,38.0,Female,2023-07-13,UK,London,False,Platinum,2025-09-05
user_212,49.0,Female,2023-08-22,Germany,Munich,False,Gold,2025-01-13
user_213,19.0,Female,2023-09-28,UK,London,False,Gold,2025-01-21
user_214,25.0,Female,2022-10-01,USA,Houston,True,Silver,2025-04-13
user_215,41.0,Female,2024-12-22,UK,Birmingham,False,Bronze,2024-10-12
user_216,69.0,Male,2024-04-02,UK,London,False,Silver,2025-01-14
user_217,37.0,Male,2022-09-14,Germany,Frankfurt,True,Gold,2025-07-10
user_218,33.0,Female,2023-11-24,Germany,Frankfurt,True,Platinum,2024-12-20
user_219,21.0,Male,2024-04-29,Canada,Vancouver,False,Silver,2024-12-18
user_220,33.0,Female,2024-08-23,Canada,Vancouver,False,Bronze,2024-09-26
user_221,54.0,Female,2025-01-11,USA,Houston,False,Silver,2025-08-23
user_222,23.0,Female,2023-04-21,Canada,Calgary,False,Platinum,2025-06-19
user_223,23.0,Female,2023-12-11,UK,Manchester,False,Bronze,2025-05-06
user_224,64.0,Female,2024-12-14,Germany,Munich,False,Bronze,2025-08-02
user_225,49.0,Female,2022-08-23,Canada,Toronto,True,Silver,2025-09-23
user_226,70.0,Male,2025-01-10,Canada,Calgary,True,Bronze,2024-10-29
user_227,22.0,Male,2024-09-30,USA,Houston,False,Bronze,2025-02-19
user_228,66.0,Male,2024-12-13,USA,Los Angeles,True,Bronze,2025-02-27
user_229,52.0,Female,2024-10-24,UK,London,True,Gold,2024-11-25
user_230,67.0,Male,2022-07-18,Germany,Munich,False,Bronze,2025-04-30
user_231,26.0,Female,2023-03-12,USA,Los Angeles,True,Silver,2025-02-06
user_232,26.0,Female,2024-11-01,Canada,Halifax,True,Gold,2025-06-30
user_233,60.0,Male,2025-02-09,Germany,Berlin,False,Platinum,2025-02-27
user_234,48.0,Female,2022-07-02,Germany,Frankfurt,False,Platinum,2025-02-15
user_235,53.0,Female,2025-05-12,Canada,Calgary,False,Silver,2024-12-04
user_236,28.0,Female,2024-11-30,USA,Los Angeles,True,Platinum,2025-05-01
user_237,34.0,Male,2024-11-02,Canada,Toronto,False,Bronze,2025-03-03
user_238,51.0,Female,2025-02-03,Germany,Munich,True,Gold,2024-10-01
user_239,56.0,Female,2024-10-28,France,Marseille,False,Silver,2025-02-11
user_240,45.0,Female,2022-10-22,France,Paris,False,Bronze,2024-10-01
user_241,31.0,Male,2022-09-15,UK,Birmingham,False,Silver,2025-03-26
user_242,52.0,Male,2024-12-24,Canada,Vancouver,False,Bronze,2025-08-16
user_243,66.0,Female,2023-06-21,Canada,Vancouver,True,Gold,2025-03-28
user_244,64.0,Female,2022-07-30,UK,Manchester,True,Bronze,2025-08-13
user_245,62.0,Female,2024-09-26,UK,London,False,Silver,2025-02-28
user_246,30.0,Female,2022-07-01,UK,Birmingham,True,Bronze,2024-10-24
user_247,63.0,Female,2023-01-23,Germany,Frankfurt,False,Bronze,2025-01-19
user_248,37.0,Female,2025-04-09,Canada,Vancouver,False,Platinum,2025-07-04
user_249,43.0,Female,2022-11-18,Germany,Frankfurt,True,Gold,2025-05-10
user_250,60.0,Male,2023-06-22,UK,London,True,Platinum,2025-02-07
user_251,59.0,Male,2023-05-12,Canada,Vancouver,False,Bronze,2025-09-14
user_252,41.0,Male,2024-02-01,Germany,Munich,False,Bronze,2024-12-27
user_253,46.0,Male,2023-04-23,Germany,Munich,False,Silver,2025-06-28
user_254,51.0,Female,2024-06-28,UK,London,True,Silver,2025-09-01
user_255,46.0,Female,2023-07-30,Canada,Vancouver,False,Bronze,2025-08-31
user_256,25.0,Male,2024-12-22,UK,Manchester,False,Gold,2025-04-26
user_257,33.0,Female,2022-10-01,Canada,Vancouver,False,Bronze,2025-07-28
user_258,32.0,Female,2022-07-31,France,Lyon,False,Bronze,2025-07-28
user_259,22.0,Male,2025-01-17,USA,Chicago,False,Bronze,2024-12-17
user_260,39.0,Female,2023-11-10,USA,Los Angeles,False,Silver,2025-04-08
user_261,19.0,Female,2025-03-17,USA,New York,True,Gold,2025-07-12
user_262,55.0,Female,2022-10-18,UK,Manchester,False,Silver,2024-12-24
user_263,53.0,Female,2024-04-07,France,Lyon,False,Silver,2025-03-02
user_264,32.0,Female,2023-03-06,Canada,Calgary,True,Bronze,2025-04-24
user_265,55.0,Male,2025-05-29,Germany,Frankfurt,True,Platinum,2025-03-30
user_266,32.0,Male,2025-03-20,Canada,Vancouver,False,Platinum,2025-07-06
user_267,18.0,Male,2023-01-02,Germany,Frankfurt,True,Silver,2025-09-16
user_268,22.0,Male,2022-10-21,Canada,Toronto,False,Bronze,2025-01-26
user_269,63.0,Female,2024-09-10,France,Marseille,True,Silver,2025-04-01
user_270,58.0,Male,2022-09-17,Germany,Munich,True,Silver,2024-12-14
user_271,21.0,Male,2023-08-18,UK,London,False,Platinum,2025-01-12
user_272,32.0,Female,2023-01-23,Canada,Calgary,True,Platinum,2024-11-20
user_273,22.0,Male,2024-07-31,Canada,Vancouver,False,Gold,2025-09-22
user_274,20.0,Female,2024-07-24,Germany,Frankfurt,True,Bronze,2025-02-23
user_275,39.0,Male,2023-05-13,UK,London,False,Platinum,2025-08-27
user_276,22.0,Male,2023-07-28,UK,London,True,Silver,2024-10-15
user_277,50.0,Female,2022-07-05,France,Marseille,False,Gold,2025-07-23
user_278,33.0,Male,2024-11-28,UK,Birmingham,False,Silver,2025-05-25
user_279,35.0,Female,2023-05-14,UK,London,False,Bronze,2024-12-15
user_280,60.0,Female,2022-12-21,UK,London,False,Silver,2025-04-26
user_281,49.0,Female,2023-05-17,USA,Chicago,True,Bronze,2025-08-17
user_282,31.0,Female,2024-04-20,France,Lyon,False,Bronze,2025-08-31
user_283,52.0,Male,2022-07-10,Canada,Toronto,True,Gold,2024-12-27
user_284,26.0,Female,2022-11-10,Germany,Frankfurt,True,Bronze,2025-04-20
user_285,64.0,Male,2023-01-07,Canada,Vancouver,False,Bronze,2025-03-21
user_286,54.0,Female,2023-03-25,France,Paris,False,Bronze,2025-01-05
user_287,54.0,Female,2023-10-11,Germany,Berlin,True,Silver,2025-07-19
user_288,48.0,Female,2023-08-18,France,Marseille,True,Platinum,2025-09-25
user_289,33.0,Female,2024-05-31,UK,Manchester,True,Bronze,2025-07-09
user_290,68.0,Male,2024-03-25,Germany,Berlin,False,Bronze,2025-02-10
user_291,48.0,Female,2022-12-25,UK,Manchester,False,Platinum,2024-11-03
user_292,69.0,Male,2025-05-16,Canada,Vancouver,True,Gold,2025-08-11
user_293,44.0,Male,2022-12-27,Canada,Toronto,True,Bronze,2025-06-10
user_294,30.0,Female,2024-07-01,Germany,Munich,True,Gold,2024-10-06
user_295,24.0,Female,2023-01-10,Germany,Berlin,False,Silver,2025-05-25
user_296,24.0,Female,2024-12-17,France,Lyon,True,Gold,2025-05-01
user_297,60.0,Male,2024-05-31,France,Paris,True,Silver,2025-01-17
user_298,45.0,Female,2024-03-11,UK,Birmingham,True,Platinum,2025-09-24
user_299,40.0,Female,2023-05-26,Germany,Berlin,True,Bronze,2025-02-16
user_300,45.0,Female,2022-09-05,Canada,Toronto,False,Bronze,2025-03-21
user_301,44.0,Male,2024-09-21,France,Paris,True,Bronze,2025-07-17
user_302,47.0,Female,2024-07-07,France,Lyon,False,Silver,2024-10-02
user_303,64.0,Male,2025-05-25,Canada,Halifax,False,Platinum,2024-10-28
user_304,21.0,Male,2022-08-28,France,Lyon,True,Silver,2025-06-21
user_305,61.0,Female,2023-11-16,UK,Manchester,False,Bronze,2025-02-06
user_306,59.0,Female,2022-08-11,Germany,Berlin,True,Silver,2025-08-27
user_307,59.0,Male,2023-03-17,Canada,Vancouver,True,Silver,2025-08-27
user_308,24.0,Female,2024-08-05,Germany,Berlin,True,Platinum,2025-02-23
user_309,21.0,Female,2023-05-31,France,Marseille,True,Silver,2025-04-06
user_310,43.0,Male,2024-12-15,France,Lyon,True,Silver,2024-12-20
user_311,64.0,Male,2023-02-06,Canada,Vancouver,False,Gold,2025-02-27
user_312,39.0,Male,2023-01-07,UK,Manchester,False,Gold,2024-11-13
user_313,69.0,Female,2024-10-15,USA,New York,True,Silver,2025-05-24
user_314,24.0,Female,2025-01-10,Canada,Toronto,False,Bronze,2025-07-08
user_315,33.0,Male,2024-07-14,USA,Los Angeles,True,Gold,2025-03-26
user_316,30.0,Female,2024-02-15,USA,Los Angeles,False,Gold,2025-09-11
user_317,30.0,Female,2024-05-07,UK,Birmingham,False,Gold,2025-09-15
user_318,52.0,Male,2024-11-01,USA,Chicago,True,Platinum,2024-10-19
user_319,46.0,Female,2025-02-12,USA,Houston,False,Gold,2025-06-29
user_320,26.0,Male,2025-01-27,UK,Birmingham,False,Gold,2025-09-23
user_321,45.0,Female,2023-10-04,USA,Chicago,False,Platinum,2025-09-02
user_322,29.0,Female,2024-02-14,USA,Chicago,True,Bronze,2025-06-29
user_323,35.0,Female,2022-12-01,USA,New York,False,Silver,2025-09-17
user_324,47.0,Female,2022-12-10,Canada,Halifax,False,Silver,2025-08-11
user_325,33.0,Male,2023-06-17,Canada,Halifax,False,Bronze,2025-06-24
user_326,22.0,Female,2022-09-10,Canada,Vancouver,False,Gold,2025-07-17
user_327,46.0,Female,2023-06-16,UK,London,False,Gold,2025-03-22
user_328,69.0,Female,2025-05-13,France,Marseille,False,Gold,2025-05-10
user_329,53.0,Female,2025-06-23,USA,Houston,False,Platinum,2025-09-16
user_330,24.0,Male,2022-11-17,USA,Houston,False,Bronze,2025-09-23
user_331,21.0,Male,2025-02-21,UK,Birmingham,False,Gold,2025-09-07
user_332,59.0,Male,2023-03-26,USA,Houston,True,Silver,2025-05-19
user_333,52.0,Female,2023-12-04,Canada,Halifax,False,Bronze,2025-02-17
user_334,18.0,Male,2024-05-08,France,Lyon,False,Bronze,2025-05-19
user_335,23.0,Female,2022-10-12,Germany,Munich,False,Gold,2025-06-05
user_336,66.0,Female,2022-08-01,USA,Houston,False,Silver,2025-05-11
user_337,33.0,Female,2024-10-18,Canada,Vancouver,False,Gold,2025-08-14
user_338,28.0,Male,2023-02-15,Germany,Frankfurt,True,Silver,2025-02-20
user_339,44.0,Male,2023-03-08,France,Lyon,True,Bronze,2025-07-30
user_340,49.0,Female,2024-05-10,Germany,Frankfurt,True,Bronze,2025-06-05
user_341,48.0,Female,2024-12-25,Canada,Toronto,True,Bronze,2025-03-22
user_342,31.0,Male,2024-07-04,Germany,Frankfurt,False,Platinum,2025-05-27
user_343,43.0,Male,2025-01-26,UK,Manchester,False,Bronze,2025-07-03
user_344,21.0,Male,2025-05-29,Germany,Berlin,False,Platinum,2025-06-12
user_345,28.0,Female,2023-11-13,USA,Chicago,True,Platinum,2024-10-05
user_346,42.0,Female,2025-03-24,USA,New York,True,Platinum,2025-06-19
user_347,18.0,Female,2023-12-28,UK,London,True,Silver,2025-09-17
user_348,42.0,Female,2023-03-29,Canada,Toronto,True,Platinum,2025-09-20
user_349,34.0,Male,2023-03-25,USA,Chicago,False,Bronze,2025-06-10
